wavelength log_flux log_flux_err
1286.5012731399736 -14.830312828750078 0.06993751476245734
1287.5012731399736 -14.856798779008027 0.11576155987098997
1290.5012731399736 -14.868392270621195 0.11573717226467013
1291.5012731399736 -14.909920766705088 0.07696998015199075
1292.5012731399736 -14.879697480397471 0.08886160673340661
1293.5012731399736 -14.755102429183353 0.09001279101044961
1307.5012731399736 -14.854292575959093 0.08558802514598988
1308.5012731399736 -14.958887842024062 0.0996269103407172
1319.5012731399736 -14.737534834912088 0.10115453678223094
1320.5012731399736 -14.88008561378161 0.09235290638511862
1321.5012731399736 -14.796602305526449 0.09109138830461927
1322.5012731399736 -14.851594857138789 0.11082354476254748
1330.5012731399736 -14.723567599586598 0.08546965296954458
1331.5012731399736 -14.804560359428624 0.07833880765755134
1332.5012731399736 -14.979493675227395 0.11079898301507972
1337.5012731399736 -14.708086135437522 0.13048634092524564
1338.5012731399736 -14.740098885727132 0.07678753843463106
1339.5012731399736 -14.912263684859719 0.09790303542894231
1340.5012731399736 -14.776221878068581 0.08444280079152523
1341.5012731399736 -14.868491564338932 0.0703209335147369
1342.5012731399736 -14.791464023483531 0.06866532385604043
1343.5012731399736 -14.862419085012611 0.07829472602736262
1344.5012731399736 -14.846549438694211 0.07206558863263826
1345.5012731399736 -14.785619252403015 0.08540591198567474
1346.5012731399736 -14.740571143924319 0.08749377000058463
1347.5012731399736 -14.861655947097015 0.08750144205527868
1348.5012731399736 -14.79682131079534 0.07674033441299467
1349.5012731399736 -14.847233246179496 0.06710136270684461
1350.5012731399736 -14.70895069801301 0.0993613707059564
