wavelength		 flux
1.218490743678347826e+03 4.895969393880490914e-14
1.218497307637467884e+03 4.873085464406649136e-14
1.218503871596588397e+03 4.850361179666914662e-14
1.218510435383470394e+03 4.827794375452181050e-14
1.218516999170352392e+03 4.805384173855262362e-14
1.218523562821577798e+03 4.783132758003951304e-14
1.218530126472803204e+03 4.761034497117926301e-14
1.218536689913040391e+03 4.739092577827720460e-14
1.218543253353277350e+03 4.717300591500431199e-14
1.218549816619660533e+03 4.695659698149938475e-14
1.218556379886043487e+03 4.674169438827130683e-14
1.218562942978046522e+03 4.652829019833303292e-14
1.218569506070049783e+03 4.631630480201634857e-14
1.218576068987155395e+03 4.610576956945494271e-14
1.218582631904260779e+03 4.589672872248113879e-14
1.218589194645957832e+03 4.568906432359496867e-14
1.218595757387654658e+03 4.548281669818955788e-14
1.218602319953440201e+03 4.527798099326557136e-14
1.218608882519225290e+03 4.507452165250012338e-14
1.218615444908602740e+03 4.487242417732826497e-14
1.218622007297980190e+03 4.467172261514177446e-14
1.218628569510462057e+03 4.447235651989729401e-14
1.218635131722943470e+03 4.427433154628991286e-14
1.218641693758047495e+03 4.407763736748211471e-14
1.218648255793151520e+03 4.388225252450796439e-14
1.218654817650404766e+03 4.368817494724566058e-14
1.218661379507657784e+03 4.349538685725344341e-14
1.218667941186592998e+03 4.330387633226541621e-14
1.218674502865528666e+03 4.311359860642610605e-14
1.218681064365686780e+03 4.292459518432262749e-14
1.218687625865845121e+03 4.273684889718735001e-14
1.218694187186773433e+03 4.255033713184248879e-14
1.218700748507702428e+03 4.236503835445754899e-14
1.218707309648957107e+03 4.218097057380645292e-14
1.218713870790211786e+03 4.199807065642333737e-14
1.218720431751354681e+03 4.181636842321274590e-14
1.218726992712497349e+03 4.163587069468699194e-14
1.218733553493097133e+03 4.145654074072531857e-14
1.218740114273697145e+03 4.127834664029920836e-14
1.218746674873330676e+03 4.110134301049226110e-14
1.218753235472964434e+03 4.092546137258582013e-14
1.218759795891215163e+03 4.075070992091299122e-14
1.218766356309465436e+03 4.057708261249025301e-14
1.218772916545924545e+03 4.040457990292228388e-14
1.218779476782382972e+03 4.023317882570961247e-14
1.218786036836646645e+03 4.006285215726144036e-14
1.218792596890910545e+03 3.989359550326334131e-14
1.218799156762584062e+03 3.972543895235911760e-14
1.218805716634257806e+03 3.955832440468798839e-14
1.218812276322952584e+03 3.939229774675820566e-14
1.218818836011647591e+03 3.922730375693000575e-14
1.218825395516981416e+03 3.906335483495887740e-14
1.218831955022316379e+03 3.890044258226696794e-14
1.218838514343915449e+03 3.873854833729728704e-14
1.218845073665514974e+03 3.857765733819460690e-14
1.218851632803011398e+03 3.841779435586457166e-14
1.218858191940508050e+03 3.825889936700170401e-14
1.218864750893540986e+03 3.810099725646008151e-14
1.218871309846573467e+03 3.794407499140102365e-14
1.218877868614788213e+03 3.778812964720812327e-14
1.218884427383002730e+03 3.763315416712788820e-14
1.218890985966051403e+03 3.747912833808898522e-14
1.218897544549100530e+03 3.732603296815793708e-14
1.218904102946643434e+03 3.717389314848636731e-14
1.218910661344186565e+03 3.702266637182731820e-14
1.218917219555889005e+03 3.687237673965930322e-14
1.218923777767591901e+03 3.672302588218485266e-14
1.218930335793127369e+03 3.657455521625498631e-14
1.218936893818662611e+03 3.642700387613618351e-14
1.218943451657710511e+03 3.628034215858857577e-14
1.218950009496757502e+03 3.613457349304987661e-14
1.218956567149003376e+03 3.598969465005512207e-14
1.218963124801248796e+03 3.584567489333225028e-14
1.218969682266385007e+03 3.570251846643921249e-14
1.218976239731521446e+03 3.556022261823013350e-14
1.218982797009248088e+03 3.541878824351391397e-14
1.218989354286974503e+03 3.527819568371343848e-14
1.218995911376996446e+03 3.513844522337731681e-14
1.219002468467018389e+03 3.499952593317302981e-14
1.219009025369048686e+03 3.486142453764421674e-14
1.219015582271078983e+03 3.472412916429153963e-14
1.219022138984835919e+03 3.458767664614278671e-14
1.219028695698593538e+03 3.445202907784572975e-14
1.219035252223802900e+03 3.431717380508428739e-14
1.219041808749011579e+03 3.418311067930605571e-14
1.219048365085404839e+03 3.404984020180306573e-14
1.219054921421797872e+03 3.391735291473266754e-14
1.219061477569113094e+03 3.378563703287361066e-14
1.219068033716428090e+03 3.365469939721382540e-14
1.219074589674409481e+03 3.352451787055157892e-14
1.219081145632390644e+03 3.339508083398877000e-14
1.219087701400789456e+03 3.326639776760771615e-14
1.219094257169188495e+03 3.313845041485670523e-14
1.219100812747761438e+03 3.301124880139178922e-14
1.219107368326334608e+03 3.288480037240210015e-14
1.219113923714845441e+03 3.275908229310840562e-14
1.219120479103356502e+03 3.263407598958216433e-14
1.219127034301574668e+03 3.250978664540112776e-14
1.219133589499792379e+03 3.238622196620367785e-14
1.219140144507494597e+03 3.226332650353114044e-14
1.219146699515196133e+03 3.214114668964426422e-14
1.219153254332163215e+03 3.201966635130566949e-14
1.219159809149130524e+03 3.189888654543830312e-14
1.219166363775151467e+03 3.177878570091723599e-14
1.219172918401172865e+03 3.165937277125464091e-14
1.219179472836042123e+03 3.154061368746794473e-14
1.219186027270911609e+03 3.142253214891256494e-14
1.219192581514429548e+03 3.130512654136171726e-14
1.219199135757947943e+03 3.118838773760184465e-14
1.219205689809921751e+03 3.107229367386403557e-14
1.219212243861895331e+03 3.095684317543492364e-14
1.219218797722136969e+03 3.084205710284517182e-14
1.219225351582378607e+03 3.072789045045753771e-14
1.219231905250707769e+03 3.061436683527970040e-14
1.219238458919036475e+03 3.050147094570826026e-14
1.219245012395276945e+03 3.038920633027809526e-14
1.219251565871517414e+03 3.027756011273832914e-14
1.219258119155500026e+03 3.016653481658950961e-14
1.219264672439482638e+03 3.005611337122578669e-14
1.219271225531044820e+03 2.994630808920144717e-14
1.219277778622606775e+03 2.983709412414544029e-14
1.219284331521590502e+03 2.972849375941534336e-14
1.219290884420574002e+03 2.962049087919948059e-14
1.219297437126827617e+03 2.951307398547645920e-14
1.219303989833081005e+03 2.940623838663408341e-14
1.219310542346459215e+03 2.929998604954890387e-14
1.219317094859837425e+03 2.919431762553668208e-14
1.219323647180199941e+03 2.908922933673218046e-14
1.219330199500562458e+03 2.898468574661744373e-14
1.219336751627775584e+03 2.888071859242951873e-14
1.219343303754988483e+03 2.877731142176861940e-14
1.219349855688923981e+03 2.867447864452446510e-14
1.219356407622859479e+03 2.857218251040374997e-14
1.219362959363394793e+03 2.847042326186015321e-14
1.219369511103930108e+03 2.836921690486091878e-14
1.219376062650947915e+03 2.826856772276106500e-14
1.219382614197965950e+03 2.816845376220238184e-14
1.219389165551355518e+03 2.806887405283090283e-14
1.219395716904745768e+03 2.796980837386618629e-14
1.219402268064402051e+03 2.787127917776933379e-14
1.219408819224058561e+03 2.777326545228456820e-14
1.219415370189880605e+03 2.767578123565230120e-14
1.219421921155703330e+03 2.757880538461092808e-14
1.219428471927598594e+03 2.748233842754638727e-14
1.219435022699493629e+03 2.738637497307444814e-14
1.219441573277371845e+03 2.729092189655760446e-14
1.219448123855250515e+03 2.719596628360867647e-14
1.219454674239029600e+03 2.710150583430126530e-14
1.219461224622808459e+03 2.700754971634114565e-14
1.219467774812410426e+03 2.691406713944280117e-14
1.219474325002012165e+03 2.682107641590732792e-14
1.219480874997364936e+03 2.672856624015095589e-14
1.219487424992717479e+03 2.663653767018196256e-14
1.219493974793754205e+03 2.654499080496531192e-14
1.219500524594790932e+03 2.645392282407269087e-14
1.219507074201450450e+03 2.636331671239847637e-14
1.219513623808110196e+03 2.627318553597271566e-14
1.219520173220336801e+03 2.618351071854025788e-14
1.219526722632563406e+03 2.609429243471258662e-14
1.219533271850306619e+03 2.600553910258153735e-14
1.219539821068049832e+03 2.591723509902733525e-14
1.219546370091264407e+03 2.582939913547199812e-14
1.219552919114478982e+03 2.574199039278885912e-14
1.219559467943125355e+03 2.565504400730167182e-14
1.219566016771771501e+03 2.556853301748696763e-14
1.219572565405814885e+03 2.548246745974340540e-14
1.219579114039858723e+03 2.539682858179914640e-14
1.219585662479269786e+03 2.531162189680772895e-14
1.219592210918681076e+03 2.522685379169624048e-14
1.219598759163436398e+03 2.514250337378722300e-14
1.219605307408191948e+03 2.505858199237636840e-14
1.219611855458272203e+03 2.497508159184238628e-14
1.219618403508352458e+03 2.489199644861567892e-14
1.219624951363744003e+03 2.480932742433861669e-14
1.219631499219135549e+03 2.472707606361192132e-14
1.219638046879830426e+03 2.464523033157940984e-14
1.219644594540525077e+03 2.456378892571870605e-14
1.219651142006518967e+03 2.448276184267631942e-14
1.219657689472512857e+03 2.440213281874460031e-14
1.219664236743808488e+03 2.432190139398542075e-14
1.219670784015103436e+03 2.424206586665456855e-14
1.219677331091706947e+03 2.416262145452810054e-14
1.219683878168310230e+03 2.408357747137361946e-14
1.219690425050233216e+03 2.400491558796469034e-14
1.219696971932156202e+03 2.392664185171852942e-14
1.219703518619415490e+03 2.384875172388174602e-14
1.219710065306675233e+03 2.377124344987261579e-14
1.219716611799293105e+03 2.369410852443100945e-14
1.219723158291910977e+03 2.361735651659098561e-14
1.219729704589913808e+03 2.354097055603346409e-14
1.219736250887916640e+03 2.346496675581878215e-14
1.219742796991336036e+03 2.338934816564264874e-14
1.219749343094755659e+03 2.331407837938983648e-14
1.219755889003627999e+03 2.323916255547794309e-14
1.219762434912500566e+03 2.316461643679958299e-14
1.219768980626867460e+03 2.309042961542834679e-14
1.219775526341235036e+03 2.301660981837153307e-14
1.219782071861142413e+03 2.294313977018720848e-14
1.219788617381050244e+03 2.287002528243588242e-14
1.219795162706549945e+03 2.279725827787095544e-14
1.219801708032049646e+03 2.272483762158370762e-14
1.219808253163196241e+03 2.265276290642791750e-14
1.219814798294343063e+03 2.258103542779222587e-14
1.219821343231197943e+03 2.250965372090286330e-14
1.219827888168052823e+03 2.243860613535308416e-14
1.219834432910681016e+03 2.236789668488051860e-14
1.219840977653309437e+03 2.229752598588717505e-14
1.219847522201780521e+03 2.222748085446649049e-14
1.219854066750251377e+03 2.215777914851191908e-14
1.219860611104640611e+03 2.208840391700303916e-14
1.219867155459029618e+03 2.201936229357567623e-14
1.219873699619415447e+03 2.195062951475880890e-14
1.219880243779801503e+03 2.188222450157714831e-14
1.219886787746268510e+03 2.181414037073479064e-14
1.219893331712735062e+03 2.174637440913804323e-14
1.219899875485371012e+03 2.167892284449224133e-14
1.219906419258006963e+03 2.161178699048142035e-14
1.219912962836905081e+03 2.154496283292961170e-14
1.219919506415802971e+03 2.147845197813947925e-14
1.219926049801060799e+03 2.141225752493038482e-14
1.219932593186318400e+03 2.134636156281180057e-14
1.219939136378037347e+03 2.128077304631872687e-14
1.219945679569756521e+03 2.121549325880189121e-14
1.219952222568043908e+03 2.113902174608118492e-14
1.219958765566331067e+03 2.104242526232905177e-14
1.219965308371296942e+03 2.090180046060680016e-14
1.219971851176262817e+03 2.067858941679759542e-14
1.219978393788023141e+03 2.032299993913309069e-14
1.219984936399782782e+03 1.965844938486418565e-14
1.219991478818456244e+03 1.808844340406798639e-14
1.219998021237129478e+03 1.502551808975614811e-14
